z,vz,Rcyl,phi,vRcyl,vphi,age,mass,feh,oh,ch,mgh,ofe,cfe,mgfe,IsMigratorInt
-0.156,-92.216,2.322,79.163,102.255,-329.241,10.567,4870.676,-0.793,-0.304,-0.562,-0.472,0.489,0.231,0.321,1
-0.092,-44.911,0.524,26.795,100.23,80.993,2.728,6784.132,0.191,0.635,0.572,0.387,0.444,0.381,0.197,0
0.076,-39.0,0.671,325.869,-131.26,201.228,0.874,9238.304,0.256,0.705,0.66,0.44,0.449,0.403,0.184,0
-0.164,18.374,4.812,276.256,20.14,180.388,5.03,4581.904,-0.128,0.322,0.17,0.133,0.449,0.298,0.26,0
0.296,-194.27,0.486,103.576,-254.537,250.913,9.708,5096.239,-0.506,-0.029,-0.226,-0.189,0.478,0.28,0.317,0
0.003,-46.849,0.759,311.863,-123.248,100.606,1.975,5515.694,0.2,0.655,0.568,0.408,0.456,0.368,0.209,0
0.296,35.178,1.214,344.159,-40.953,269.318,3.489,5127.025,0.121,0.569,0.468,0.342,0.448,0.347,0.221,0
-0.383,-134.802,8.037,236.204,-38.115,156.684,4.041,6707.753,-0.122,0.33,0.184,0.133,0.452,0.306,0.255,1
-0.077,50.053,0.433,318.606,35.845,-139.251,8.255,5651.94,-0.488,-0.084,-0.087,-0.234,0.404,0.4,0.253,0
-0.026,77.371,2.74,16.626,25.147,61.02,7.76,4554.939,-0.443,0.008,-0.163,-0.154,0.451,0.28,0.288,0
0.188,-104.322,1.993,248.625,123.53,150.588,4.946,5559.941,-0.086,0.359,0.213,0.167,0.445,0.299,0.253,0
-0.305,42.013,0.58,199.444,-152.117,319.894,2.822,8032.656,0.11,0.57,0.461,0.341,0.46,0.351,0.231,0
0.495,172.106,2.525,20.307,240.924,208.995,5.967,6103.33,-0.256,0.198,0.034,0.023,0.454,0.29,0.278,1
0.097,-147.735,0.987,132.256,-319.054,149.556,2.483,5836.422,0.014,0.478,0.35,0.257,0.464,0.336,0.243,1
0.052,-164.043,0.573,174.197,10.45,-17.93,8.763,4844.575,-0.525,-0.039,-0.249,-0.201,0.486,0.276,0.324,0
0.328,-115.835,0.204,311.214,63.234,259.324,3.708,5753.325,0.172,0.629,0.546,0.393,0.457,0.374,0.221,0
-0.199,45.381,5.296,98.143,96.612,173.033,5.961,4706.005,-0.395,0.051,-0.12,-0.123,0.446,0.275,0.272,1
-0.198,-8.416,2.127,199.084,-166.129,118.771,5.19,9300.188,-0.042,0.371,0.258,0.179,0.413,0.3,0.221,0
0.093,-99.768,2.15,282.584,-173.781,-178.803,9.718,5810.792,-0.616,-0.129,-0.37,-0.293,0.487,0.246,0.323,0
0.388,268.748,2.064,247.738,308.764,117.158,6.776,4904.42,-0.327,0.109,-0.051,-0.059,0.436,0.276,0.269,1
0.007,178.284,0.609,271.91,-185.734,70.464,7.61,5532.959,-0.361,0.037,-0.093,-0.125,0.398,0.268,0.236,0
0.158,57.826,0.965,57.433,32.216,294.836,10.182,4961.705,-0.896,-0.441,-0.692,-0.608,0.454,0.203,0.287,0
0.317,7.219,7.833,313.064,-18.263,243.775,1.796,6218.394,-0.005,0.46,0.328,0.239,0.465,0.333,0.244,0
0.289,0.111,2.854,60.157,-44.943,285.459,0.693,8730.813,0.207,0.669,0.604,0.411,0.462,0.396,0.204,0
-0.126,34.436,3.18,338.897,90.004,212.072,1.722,7675.668,0.101,0.57,0.47,0.331,0.47,0.37,0.231,0
-0.157,-57.289,0.317,52.894,103.162,127.451,3.07,5763.852,0.221,0.672,0.613,0.423,0.451,0.392,0.203,0
-0.158,-4.505,0.296,56.78,39.707,196.006,4.854,12140.197,-0.018,0.427,0.289,0.23,0.445,0.306,0.247,0
-0.018,-6.579,0.653,89.255,128.372,95.727,0.02,11643.505,0.384,0.81,0.802,0.525,0.426,0.417,0.141,0
0.013,238.763,1.2,157.714,191.979,348.305,9.149,5037.949,-0.691,-0.23,-0.451,-0.396,0.461,0.24,0.295,1
-0.062,-70.049,0.886,58.771,-19.421,181.545,1.69,8145.227,0.173,0.64,0.562,0.389,0.467,0.389,0.217,0
0.078,16.156,1.565,24.524,-41.5,351.884,1.144,9740.708,0.169,0.633,0.548,0.385,0.464,0.379,0.216,0
-0.138,80.604,0.19,167.645,153.978,317.763,11.749,4729.035,-1.572,-1.075,-1.293,-1.248,0.497,0.279,0.323,0
0.499,-173.854,0.156,152.801,33.666,202.983,8.788,5170.523,-0.489,-0.071,-0.256,-0.232,0.418,0.233,0.256,0
0.059,33.553,0.085,60.866,45.25,110.604,0.213,6211.83,0.405,0.833,0.833,0.545,0.428,0.428,0.14,0
-0.195,198.508,0.376,78.34,-85.311,69.781,3.653,7193.855,0.292,0.666,0.607,0.427,0.374,0.315,0.136,0
0.268,-34.422,2.036,193.115,-41.387,139.663,3.66,6901.305,0.087,0.539,0.44,0.314,0.452,0.353,0.227,0
-0.228,107.578,6.644,341.263,-154.021,22.38,5.734,4920.499,-0.234,0.212,0.039,0.035,0.446,0.273,0.269,0
0.145,-184.053,0.908,16.888,87.074,329.294,4.08,5212.624,-0.012,0.436,0.312,0.227,0.448,0.324,0.239,1
0.298,80.43,2.039,53.638,45.724,73.289,8.885,4355.013,-0.569,-0.13,-0.335,-0.292,0.439,0.234,0.277,0
0.028,-24.477,0.915,47.63,75.317,168.033,6.793,5846.299,-0.383,0.052,-0.114,-0.115,0.435,0.269,0.268,0
0.067,327.601,0.828,113.728,128.207,5.476,10.591,4967.73,-0.802,-0.315,-0.566,-0.483,0.487,0.236,0.319,0
0.484,45.141,4.488,117.935,122.578,186.162,7.001,5807.233,-0.352,0.092,-0.096,-0.074,0.444,0.256,0.278,0
-0.002,130.517,1.307,196.266,89.357,375.535,2.284,5362.281,0.049,0.519,0.413,0.286,0.469,0.364,0.237,1
-0.496,277.872,0.416,194.245,-59.025,4.258,8.074,4893.816,-0.597,-0.143,-0.323,-0.304,0.454,0.274,0.293,0
-0.061,85.736,0.23,206.922,-363.184,122.004,9.837,4323.068,-0.614,-0.164,-0.396,-0.328,0.45,0.218,0.286,0
-0.408,8.262,6.857,68.708,86.13,208.053,3.673,6116.95,-0.162,0.293,0.131,0.098,0.455,0.293,0.26,1
0.197,66.244,0.746,168.109,30.077,174.113,4.415,6146.381,0.094,0.536,0.454,0.312,0.442,0.36,0.218,0
0.065,0.84,6.609,1.949,45.693,271.696,1.053,7057.999,0.1,0.568,0.468,0.327,0.468,0.368,0.227,0
0.365,-43.444,3.607,311.267,-209.653,196.817,3.507,6976.152,-0.133,0.322,0.171,0.122,0.455,0.304,0.256,0
-0.171,-158.912,3.692,215.119,17.604,167.203,9.991,5358.211,-0.642,-0.145,-0.372,-0.308,0.497,0.269,0.334,0
-0.335,98.318,0.919,245.996,-74.068,333.649,2.423,5000.068,0.054,0.521,0.406,0.293,0.466,0.351,0.238,0
-0.133,10.87,0.808,296.286,-142.043,188.523,1.721,9086.879,0.218,0.672,0.595,0.421,0.454,0.377,0.203,0
-0.292,-14.155,6.249,351.658,163.674,125.588,2.795,8133.943,-0.011,0.449,0.326,0.23,0.459,0.336,0.241,0
-0.172,45.209,3.577,326.304,56.61,269.16,3.815,6877.996,-0.033,0.419,0.286,0.214,0.452,0.319,0.247,0
-0.212,-22.702,1.096,164.373,108.048,325.167,6.748,4806.453,-0.316,0.111,-0.055,-0.057,0.427,0.261,0.259,0
-0.107,235.648,4.905,167.166,116.806,47.753,10.343,5024.496,-0.782,-0.305,-0.585,-0.473,0.476,0.196,0.309,1
-0.169,1.865,8.064,171.635,-26.89,226.169,0.625,5809.539,0.115,0.587,0.491,0.342,0.472,0.375,0.227,0
0.136,-60.591,5.416,316.828,66.363,260.739,1.833,7525.806,0.026,0.491,0.372,0.263,0.465,0.346,0.237,0
-0.445,-19.899,1.156,349.696,75.683,106.165,8.856,5548.947,-0.504,-0.014,-0.184,-0.173,0.49,0.32,0.331,0
0.102,108.85,0.367,358.345,7.322,241.968,4.423,5053.29,0.138,0.574,0.497,0.349,0.436,0.359,0.211,0
-0.328,-39.88,2.914,270.649,201.807,291.575,4.513,6475.709,-0.137,0.317,0.152,0.127,0.454,0.289,0.264,0
0.016,31.473,0.288,139.681,-56.498,241.503,1.756,6018.737,0.248,0.694,0.626,0.44,0.447,0.378,0.192,0
0.453,113.004,2.781,253.937,189.658,226.547,5.336,6252.533,-0.104,0.337,0.182,0.151,0.441,0.286,0.255,0
-0.471,39.884,1.51,250.236,-117.853,155.009,3.506,5427.365,0.108,0.562,0.457,0.337,0.454,0.348,0.228,0
-0.111,33.723,6.462,196.573,15.464,276.773,1.953,5148.206,-0.026,0.442,0.313,0.222,0.469,0.34,0.248,0
-0.477,-84.219,7.642,342.087,218.809,292.789,1.778,5345.365,-0.022,0.445,0.31,0.224,0.467,0.333,0.247,0
0.094,57.204,3.625,9.589,-33.685,252.694,2.259,7851.911,0.016,0.486,0.359,0.262,0.47,0.344,0.247,0
-0.239,-115.03,9.755,188.9,-84.311,218.181,2.393,6005.689,-0.09,0.371,0.228,0.161,0.461,0.318,0.251,1
-0.278,79.179,6.252,312.282,-159.856,181.465,2.924,4939.921,0.032,0.49,0.37,0.269,0.458,0.338,0.237,0
-0.266,-23.165,5.015,227.542,-52.176,212.076,4.697,6227.484,-0.104,0.354,0.211,0.16,0.458,0.315,0.264,0
0.225,-4.935,0.419,110.47,33.927,377.403,5.559,6990.578,-0.157,0.289,0.146,0.105,0.446,0.303,0.262,0
-0.282,-141.796,0.767,2.383,41.764,140.985,7.607,4829.235,-0.375,0.02,-0.056,-0.14,0.395,0.319,0.235,0
-0.116,90.811,1.145,60.289,-115.878,149.592,9.096,4734.669,-0.521,-0.034,-0.289,-0.199,0.487,0.232,0.322,0
0.408,-58.076,5.331,256.959,7.364,81.843,9.809,5100.61,-0.609,-0.142,-0.409,-0.308,0.466,0.2,0.3,1
-0.207,-130.689,1.6,218.015,93.72,186.727,2.816,7277.907,0.11,0.571,0.472,0.338,0.461,0.362,0.228,0
0.462,123.641,1.242,135.701,-207.371,-193.225,10.556,4483.719,-0.819,-0.348,-0.62,-0.517,0.471,0.199,0.302,0
0.068,65.685,1.708,100.998,-267.956,51.58,5.344,6261.6,-0.076,0.381,0.228,0.192,0.457,0.304,0.268,0
-0.106,-20.142,0.912,213.335,-46.934,236.121,6.181,8643.608,-0.207,0.244,0.094,0.068,0.451,0.301,0.274,0
0.486,-29.933,3.435,62.387,-53.973,210.181,5.053,9859.242,-0.119,0.331,0.182,0.141,0.45,0.301,0.261,0
-0.006,8.865,2.385,197.065,40.428,273.146,0.285,5116.807,0.208,0.667,0.607,0.407,0.459,0.399,0.198,0
-0.38,-28.605,4.402,171.146,-85.227,330.644,2.034,5376.056,0.006,0.474,0.347,0.25,0.467,0.341,0.244,1
0.144,40.44,8.041,52.69,27.14,215.467,1.946,9665.171,0.074,0.537,0.424,0.305,0.463,0.35,0.231,0
0.477,-107.411,5.424,316.533,-121.466,315.686,4.976,6206.088,-0.322,0.132,-0.052,-0.047,0.454,0.27,0.275,1
-0.08,294.389,1.626,275.0,-92.109,62.375,7.24,5363.107,-0.331,0.136,-0.055,-0.03,0.467,0.276,0.301,0
0.21,133.771,3.817,221.384,181.013,2.129,6.812,5175.668,-0.347,0.095,-0.073,-0.072,0.443,0.275,0.276,0
0.214,-74.899,2.753,90.414,-146.158,197.04,3.423,5789.009,-0.012,0.443,0.314,0.231,0.455,0.326,0.243,0
-0.14,103.299,0.422,25.093,95.116,161.996,2.621,6839.697,0.168,0.624,0.545,0.38,0.456,0.377,0.212,0
-0.156,-245.722,1.279,105.119,-39.876,239.185,6.233,5899.751,-0.246,0.203,0.04,0.03,0.449,0.285,0.275,0
0.293,-11.628,0.573,23.816,116.838,198.313,8.367,5463.184,-0.484,-0.016,-0.213,-0.178,0.468,0.27,0.306,0
-0.002,181.749,1.482,68.815,-2.313,210.128,3.049,10148.471,0.098,0.554,0.451,0.326,0.457,0.354,0.228,0
0.078,18.006,0.638,211.054,165.655,324.466,7.414,5034.706,-0.362,0.091,-0.088,-0.074,0.453,0.274,0.288,0
-0.177,114.311,0.368,39.145,9.908,-196.719,7.859,5644.846,-0.41,0.011,-0.107,-0.148,0.421,0.303,0.262,0
0.435,-54.95,6.924,229.258,-115.181,298.412,0.626,8732.353,0.055,0.527,0.423,0.287,0.472,0.368,0.232,1
-0.038,1.535,2.75,268.387,163.957,177.113,1.186,9442.143,0.175,0.642,0.562,0.391,0.467,0.388,0.216,0
-0.097,175.847,0.5,346.229,39.915,230.729,2.843,7783.62,0.169,0.617,0.537,0.377,0.448,0.368,0.208,0
0.426,-108.657,1.108,278.23,59.386,16.868,4.569,6209.923,-0.024,0.43,0.294,0.227,0.454,0.318,0.251,0
-0.157,19.385,1.022,20.006,-339.719,266.234,7.989,5268.264,-0.421,0.079,-0.061,-0.083,0.499,0.359,0.337,0
-0.134,-20.422,2.162,343.019,19.474,269.129,0.835,9737.478,0.217,0.674,0.61,0.416,0.458,0.393,0.2,0
-0.077,105.009,3.784,46.993,-207.878,163.831,5.841,4971.028,-0.224,0.221,0.054,0.044,0.444,0.277,0.268,1
-0.16,76.035,0.607,329.092,-323.028,-49.257,10.593,5986.117,-0.636,-0.125,-0.473,-0.296,0.511,0.163,0.34,0
-0.293,17.357,1.899,115.184,-81.295,177.796,3.46,4514.97,0.088,0.541,0.44,0.314,0.453,0.352,0.227,0
-0.175,-13.493,8.184,326.104,13.115,266.591,0.411,7894.646,0.064,0.529,0.424,0.29,0.465,0.36,0.225,0
-0.224,244.949,0.651,320.888,151.822,-62.361,7.702,5694.933,-0.43,0.003,-0.13,-0.157,0.433,0.299,0.273,0
-0.121,-88.66,2.845,26.045,-251.253,341.109,8.622,5076.209,-0.65,-0.208,-0.427,-0.371,0.442,0.223,0.279,1
-0.068,12.133,2.36,15.127,31.367,332.164,0.377,5954.568,0.229,0.684,0.626,0.423,0.456,0.397,0.194,0
-0.456,71.125,4.408,179.364,-183.564,248.422,5.124,6671.577,-0.155,0.296,0.131,0.111,0.451,0.286,0.266,0
0.037,-17.821,0.888,282.048,-13.412,99.165,4.053,6680.89,0.12,0.525,0.444,0.301,0.405,0.324,0.181,0
0.065,-24.831,2.404,209.467,-48.579,263.993,3.442,5642.747,-0.018,0.438,0.306,0.227,0.456,0.325,0.245,0
-0.284,15.076,7.563,310.972,85.026,264.692,0.44,11120.976,0.108,0.577,0.483,0.332,0.47,0.376,0.224,1
0.079,19.243,1.709,113.52,-15.954,178.76,1.811,9178.074,0.13,0.592,0.497,0.35,0.462,0.367,0.22,0
0.227,-391.638,0.154,57.434,244.755,-71.035,8.583,5304.443,-0.558,-0.088,-0.314,-0.251,0.47,0.244,0.307,0
-0.206,47.082,3.415,303.705,-107.106,210.337,1.993,8670.269,0.113,0.571,0.465,0.335,0.458,0.352,0.222,0
-0.089,-105.534,0.751,73.74,-51.959,192.131,6.188,4208.085,-0.192,0.253,0.107,0.077,0.446,0.299,0.269,0
-0.015,-3.94,0.561,321.285,67.263,161.173,5.261,7890.219,0.009,0.408,0.317,0.211,0.399,0.308,0.202,0
0.083,-108.361,0.304,143.343,-59.286,-121.547,8.183,4439.55,-0.393,0.029,-0.045,-0.129,0.421,0.347,0.264,0
-0.024,-32.55,0.246,43.96,85.84,-59.079,6.404,5934.212,-0.195,0.251,0.131,0.073,0.446,0.325,0.268,0
0.091,-23.446,6.842,0.298,-53.49,170.407,0.441,8372.486,0.158,0.625,0.546,0.373,0.467,0.387,0.215,0
0.28,-358.988,1.575,238.16,-207.02,159.026,5.979,5540.392,-0.227,0.237,0.081,0.06,0.464,0.307,0.287,1
-0.345,55.833,1.749,208.355,77.837,261.873,5.369,5886.812,-0.123,0.315,0.174,0.129,0.438,0.297,0.252,0
0.447,-186.932,0.799,165.78,-200.662,269.978,5.982,5545.243,-0.172,0.283,0.148,0.102,0.455,0.321,0.274,1
-0.013,-18.947,2.433,155.926,-65.092,350.564,0.585,8484.691,0.158,0.62,0.544,0.368,0.461,0.385,0.209,1
0.396,-169.172,0.652,69.941,28.428,-47.538,8.248,7281.295,-0.5,-0.07,-0.217,-0.23,0.431,0.284,0.271,0
0.07,-108.449,0.018,195.238,21.052,43.642,5.086,4699.435,0.103,0.549,0.447,0.336,0.446,0.344,0.233,0
0.076,55.638,1.142,314.968,18.714,120.371,7.106,4778.194,-0.262,0.181,0.015,0.013,0.443,0.277,0.275,0
-0.124,-89.199,1.832,13.38,-21.649,150.564,8.986,4633.009,-0.561,-0.082,-0.29,-0.245,0.478,0.27,0.316,0
0.052,-65.217,3.086,251.461,-86.737,229.428,1.727,6155.445,0.147,0.608,0.514,0.365,0.461,0.367,0.218,0
-0.251,104.126,8.829,171.347,32.858,246.171,8.186,4663.767,-0.582,-0.118,-0.339,-0.282,0.464,0.244,0.301,0
-0.094,-30.3,1.179,91.205,-108.342,37.445,6.397,4427.279,-0.188,0.278,0.119,0.1,0.466,0.308,0.288,0
-0.016,-21.665,0.214,157.283,58.883,324.691,5.648,5755.711,-0.059,0.399,0.262,0.21,0.458,0.321,0.269,0
-0.17,-182.327,0.705,64.715,170.073,220.479,7.421,5438.09,-0.305,0.15,-0.022,-0.015,0.456,0.283,0.29,0
0.09,114.359,2.158,25.101,91.136,125.4,6.746,10949.846,-0.352,0.118,-0.079,-0.05,0.47,0.274,0.302,0
0.051,115.693,0.329,303.14,171.186,130.089,6.79,5171.443,-0.161,0.266,0.122,0.095,0.427,0.283,0.256,0
-0.18,173.967,4.161,169.271,145.247,285.559,4.241,6151.979,-0.101,0.354,0.205,0.157,0.455,0.306,0.258,1
0.366,-96.762,1.033,202.888,-115.467,333.78,2.619,5991.9,0.121,0.577,0.486,0.341,0.456,0.365,0.219,0
-0.002,125.474,0.554,354.266,102.427,1.406,8.764,4988.689,-0.503,-0.064,-0.237,-0.226,0.439,0.266,0.278,0
0.226,44.785,0.592,103.31,181.822,137.003,7.097,6643.821,-0.259,0.179,0.036,0.011,0.438,0.295,0.27,0
0.048,42.82,3.388,156.63,21.197,176.356,3.443,9302.932,0.097,0.554,0.465,0.323,0.458,0.368,0.226,0
0.155,-12.779,1.628,200.397,-34.648,245.4,1.316,9963.178,0.203,0.666,0.598,0.411,0.463,0.395,0.208,0
0.016,-128.903,1.781,127.936,110.931,193.658,1.538,5758.542,0.171,0.631,0.549,0.382,0.46,0.378,0.211,0
-0.402,97.279,2.36,164.467,105.079,229.006,3.686,10923.281,-0.031,0.423,0.289,0.216,0.454,0.32,0.247,0
-0.169,140.696,0.636,318.41,-11.48,385.35,6.727,5102.825,-0.24,0.218,0.049,0.047,0.458,0.289,0.287,0
-0.296,98.342,2.067,174.664,-24.335,130.427,6.0,6711.959,-0.282,0.168,-0.003,-0.006,0.45,0.278,0.276,0
-0.451,60.555,1.88,41.324,-164.325,229.085,4.504,8197.191,-0.057,0.395,0.249,0.197,0.452,0.306,0.253,0
0.331,292.323,2.1,256.68,212.711,208.079,6.17,4732.846,-0.306,0.139,-0.033,-0.033,0.444,0.273,0.273,0
-0.377,-182.727,0.893,218.305,152.475,-73.252,8.786,5200.341,-0.516,-0.13,-0.31,-0.291,0.386,0.206,0.225,0
-0.373,112.9,2.422,343.631,-139.33,191.178,7.689,4845.347,-0.416,0.031,-0.118,-0.13,0.448,0.298,0.286,0
-0.046,47.321,3.209,318.026,126.378,229.58,3.94,6004.748,-0.087,0.366,0.224,0.166,0.454,0.311,0.254,0
-0.069,11.84,0.54,257.944,56.641,132.388,0.447,7446.251,0.323,0.765,0.743,0.488,0.442,0.42,0.165,0
0.032,-119.584,1.896,346.114,9.025,195.42,3.039,5878.215,0.109,0.569,0.481,0.335,0.46,0.372,0.226,0
-0.017,49.307,0.842,192.626,-148.155,78.5,7.782,5004.391,-0.362,0.048,-0.056,-0.112,0.41,0.306,0.25,0
0.19,-60.619,0.196,351.631,44.041,197.969,5.381,5936.623,-0.052,0.374,0.253,0.182,0.426,0.305,0.234,0
-0.138,-50.423,1.43,338.813,98.543,144.194,8.561,5202.516,-0.451,0.015,-0.167,-0.146,0.466,0.284,0.305,0
0.034,-14.228,8.68,318.526,-59.079,241.244,0.666,5567.219,0.052,0.522,0.413,0.285,0.47,0.361,0.233,1
-0.226,-57.989,1.83,298.994,-134.356,59.099,8.859,5352.393,-0.528,-0.047,-0.249,-0.208,0.481,0.278,0.319,0
0.452,-45.212,1.083,301.611,114.284,169.7,2.548,6173.762,0.083,0.547,0.446,0.314,0.464,0.363,0.231,0
0.139,20.431,2.179,250.52,203.825,241.385,2.287,6119.086,0.007,0.473,0.349,0.25,0.465,0.342,0.242,1
-0.011,37.266,0.593,293.677,44.441,106.362,0.893,6530.63,0.268,0.717,0.677,0.449,0.449,0.41,0.181,0
0.238,131.111,0.787,143.207,61.211,53.019,7.789,5019.511,-0.383,0.027,-0.062,-0.132,0.41,0.321,0.251,0
-0.432,-189.621,0.544,231.299,-171.509,-36.102,8.006,4930.189,-0.571,-0.121,-0.215,-0.277,0.449,0.355,0.294,0
0.032,-110.536,0.281,273.756,194.232,-3.607,3.634,6120.21,0.236,0.635,0.594,0.39,0.398,0.358,0.153,0
0.085,55.056,1.584,303.237,114.715,235.668,9.283,5929.973,-0.416,0.067,-0.141,-0.095,0.483,0.274,0.32,0
0.374,-299.513,4.428,295.012,154.575,-198.61,10.594,5309.251,-0.889,-0.394,-0.69,-0.564,0.495,0.199,0.325,1
0.144,321.997,0.308,225.345,186.9,108.874,3.815,7942.28,0.115,0.545,0.461,0.318,0.43,0.346,0.203,0
0.128,70.155,0.356,297.836,-104.352,87.35,5.549,5645.771,0.017,0.468,0.354,0.267,0.451,0.337,0.25,0
0.091,239.947,1.646,306.402,-145.05,200.226,5.586,4907.859,-0.231,0.217,0.047,0.039,0.448,0.278,0.27,1
-0.164,-17.155,0.374,123.382,-184.87,-54.918,1.589,9401.799,0.303,0.74,0.704,0.47,0.437,0.401,0.168,0
-0.238,-109.869,1.87,87.828,-322.794,213.924,10.568,4574.815,-0.878,-0.389,-0.683,-0.559,0.49,0.195,0.32,0
-0.434,17.188,8.291,82.287,-90.773,174.715,3.538,5992.753,-0.11,0.349,0.191,0.151,0.459,0.301,0.261,1
0.428,-74.407,0.11,189.379,-184.329,-163.274,7.156,5888.87,-0.217,0.188,0.133,0.022,0.405,0.35,0.238,0
-0.247,18.877,4.436,56.699,-102.928,277.984,1.591,8671.298,0.051,0.518,0.4,0.288,0.467,0.349,0.237,0
-0.019,74.996,1.554,129.97,89.357,174.799,5.146,5516.785,-0.026,0.41,0.294,0.213,0.436,0.32,0.24,0
0.286,25.802,1.859,335.255,-155.456,-58.049,9.488,4925.56,-0.418,-0.044,-0.276,-0.207,0.374,0.142,0.21,0
-0.08,-41.456,0.375,238.51,-120.671,126.867,0.586,8208.872,0.354,0.781,0.765,0.502,0.427,0.41,0.148,0
-0.028,74.156,0.767,198.055,0.161,250.934,2.157,6512.689,0.167,0.615,0.535,0.37,0.448,0.368,0.203,0
-0.247,-274.767,0.619,26.375,14.449,350.245,7.548,5336.122,-0.429,0.015,-0.135,-0.147,0.445,0.294,0.282,0
0.008,-27.487,4.644,22.045,-94.844,173.196,2.387,6121.677,0.02,0.483,0.369,0.256,0.463,0.349,0.236,0
0.028,57.598,0.311,120.785,-17.506,406.223,7.678,5297.068,-0.234,0.265,0.069,0.099,0.499,0.303,0.333,0
0.037,-63.773,3.651,105.774,-188.939,290.439,3.677,5234.817,-0.097,0.365,0.215,0.163,0.461,0.312,0.26,0
-0.027,-99.309,1.896,93.07,108.505,351.079,4.123,5027.232,-0.083,0.363,0.215,0.166,0.446,0.298,0.248,1
-0.174,-92.423,1.684,64.755,-57.376,296.851,5.079,7335.661,-0.077,0.37,0.223,0.179,0.447,0.3,0.256,0
0.031,-127.929,0.507,359.102,-33.26,184.172,9.556,5169.95,-0.515,-0.05,-0.219,-0.209,0.466,0.296,0.307,0
0.102,276.644,0.506,124.146,-226.251,-6.116,9.872,4403.535,-0.557,-0.104,-0.324,-0.267,0.454,0.233,0.291,0
0.239,-101.6,0.12,107.106,137.84,-132.47,6.208,4945.652,-0.163,0.265,0.164,0.087,0.428,0.327,0.25,0
-0.38,175.125,0.792,276.82,-73.601,-21.684,7.78,6551.842,-0.394,0.046,-0.056,-0.114,0.44,0.338,0.28,0
-0.004,87.621,3.433,263.816,97.179,121.921,5.328,4908.258,-0.145,0.307,0.138,0.123,0.452,0.283,0.268,0
-0.179,22.267,6.204,195.58,-10.552,244.561,3.424,6387.101,0.007,0.468,0.343,0.252,0.461,0.336,0.246,0
-0.306,225.561,1.143,129.945,39.176,11.741,7.982,4557.687,-0.419,0.07,-0.144,-0.093,0.489,0.275,0.326,0
-0.115,71.374,0.377,67.847,62.604,63.89,1.823,10094.513,0.241,0.703,0.636,0.446,0.462,0.395,0.206,0
0.366,-5.04,5.8,304.758,100.572,116.699,2.379,8394.031,0.024,0.477,0.343,0.257,0.453,0.319,0.233,1
-0.089,-85.776,2.046,130.06,-86.518,115.564,4.09,11677.508,0.08,0.529,0.423,0.309,0.45,0.343,0.23,0
-0.003,27.532,3.646,38.135,-55.923,262.166,0.169,7258.569,0.195,0.66,0.598,0.4,0.465,0.403,0.205,0
-0.019,22.016,1.931,54.688,-108.299,152.879,2.011,6103.832,0.132,0.597,0.494,0.357,0.464,0.362,0.225,0
-0.187,161.211,1.902,309.746,97.664,158.829,4.78,4728.266,0.009,0.473,0.354,0.264,0.464,0.344,0.254,0
0.055,-33.131,0.953,28.752,-183.129,-17.412,9.564,5161.982,-0.607,-0.146,-0.323,-0.306,0.461,0.284,0.301,0
0.014,134.35,2.255,46.971,-10.82,135.05,5.523,6472.375,-0.083,0.37,0.225,0.182,0.453,0.308,0.265,0
0.104,44.865,0.67,64.684,3.239,253.736,6.627,5040.683,-0.265,0.167,0.024,-0.002,0.432,0.288,0.262,0
-0.328,-53.139,2.276,87.368,-82.26,-60.555,6.514,4791.424,-0.413,0.026,-0.141,-0.142,0.439,0.272,0.271,1
0.15,-18.857,2.417,274.137,105.464,234.039,3.233,6353.119,0.141,0.592,0.501,0.358,0.45,0.359,0.217,0
0.079,56.836,4.462,3.046,-71.87,167.967,1.145,11170.344,0.101,0.574,0.469,0.335,0.473,0.368,0.233,0
-0.309,-85.459,1.764,34.594,20.404,309.003,6.987,4749.122,-0.266,0.158,0.023,-0.009,0.424,0.289,0.257,0
0.499,49.061,7.802,237.15,124.519,245.938,1.406,8498.343,0.061,0.532,0.42,0.298,0.471,0.359,0.237,1
-0.164,171.998,0.329,145.062,165.839,-97.849,8.397,5739.189,-0.423,-0.022,-0.131,-0.18,0.401,0.292,0.243,0
0.32,-23.472,5.817,99.995,20.141,249.497,1.607,12062.39,0.074,0.545,0.43,0.312,0.471,0.357,0.238,1
0.254,-185.188,1.606,106.276,183.331,-281.284,6.896,5594.095,-0.467,-0.025,-0.197,-0.19,0.442,0.27,0.277,1
0.193,-2.328,7.191,170.116,-46.704,209.226,2.01,5692.528,0.018,0.488,0.355,0.265,0.47,0.337,0.248,0
0.121,2.255,6.464,65.98,-21.615,241.437,0.07,7940.26,0.142,0.61,0.525,0.358,0.468,0.384,0.217,0
-0.29,-110.748,4.319,106.03,138.323,136.463,3.304,5736.813,0.08,0.535,0.424,0.311,0.455,0.345,0.232,1
0.255,36.811,0.398,315.107,-341.359,324.658,4.713,8367.006,-0.062,0.401,0.266,0.201,0.463,0.328,0.263,0
0.175,-161.862,3.623,91.043,-170.719,139.139,7.941,4589.699,-0.387,0.075,-0.142,-0.089,0.462,0.246,0.298,0
-0.093,-35.146,1.658,29.101,105.311,184.103,2.208,7910.941,0.078,0.535,0.433,0.301,0.457,0.355,0.223,0
-0.306,36.748,1.284,190.161,-164.564,277.867,4.821,7386.055,0.001,0.446,0.32,0.244,0.445,0.319,0.243,0
